user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_08,"['c_160', 'c_161', 'c_162', 'c_168', 'c_169', 'c_183', 'c_184', 'c_185', 'c_186', 'c_187', 'c_188', 'c_189', 'c_190', 'c_191', 'c_192', 'c_193', 'c_194', 'c_195', 'c_196', 'c_199', 'c_200', 'c_208', 'c_209', 'c_210', 'c_211', 'c_212', 'c_213', 'c_214', 'c_215', 'c_216', 'c_222', 'c_223', 'c_224', 'c_225', 'c_226', 'c_227', 'c_228', 'c_234', 'c_235', 'c_236', 'c_237', 'c_238', 'c_239', 'c_240', 'c_249', 'c_250', 'c_251', 'c_252', 'c_253', 'c_268', 'c_269', 'c_270', 'c_440', 'c_441', 'c_442', 'c_443', 'c_444', 'c_445', 'c_446', 'c_448']",9.0,93.0,3.606,10.0,11.0,10.0,10.0,cresh08,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_03,"['c_15', 'c_16', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_59', 'c_75', 'c_263', 'c_264', 'c_265', 'c_278', 'c_279', 'c_280', 'c_281', 'c_293', 'c_294', 'c_295', 'c_296', 'c_297', 'c_308', 'c_309', 'c_310', 'c_311', 'c_312', 'c_323', 'c_324', 'c_325', 'c_326', 'c_327', 'c_338', 'c_339', 'c_349', 'c_489', 'c_490', 'c_492', 'c_493', 'c_525', 'c_526', 'c_527', 'c_528', 'c_530']",9.0,,1052.798,,11.0,10.0,10.0,cresh03,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_03,"['c_236', 'c_237', 'c_238', 'c_249', 'c_250', 'c_251', 'c_252', 'c_253', 'c_266', 'c_267', 'c_268', 'c_269', 'c_270', 'c_271', 'c_272', 'c_281', 'c_282', 'c_283', 'c_284', 'c_285', 'c_286', 'c_287', 'c_296', 'c_297', 'c_298', 'c_299', 'c_300', 'c_301', 'c_302', 'c_312', 'c_313', 'c_314', 'c_315', 'c_316', 'c_328', 'c_329', 'c_330']",9.0,,5.0710000000000015,10.0,11.0,10.0,10.0,cresh03,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
