user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_09,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_21', 'c_22', 'c_23', 'c_24', 'c_25', 'c_26', 'c_27', 'c_28', 'c_29', 'c_30', 'c_31', 'c_32', 'c_35', 'c_36', 'c_37', 'c_38', 'c_39', 'c_40', 'c_46', 'c_47', 'c_48', 'c_49', 'c_50', 'c_51', 'c_52', 'c_53', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_70', 'c_71', 'c_72', 'c_73', 'c_74', 'c_75', 'c_326', 'c_327']",9.0,82.0,4.0539999999999985,10.0,10.0,11.0,10.0,cresh09,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_11,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_21', 'c_22', 'c_23', 'c_24', 'c_25', 'c_26', 'c_27', 'c_28', 'c_29', 'c_30', 'c_31', 'c_35', 'c_36', 'c_37', 'c_54', 'c_55', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_312', 'c_313', 'c_314', 'c_326', 'c_327', 'c_328', 'c_329', 'c_330', 'c_340', 'c_341', 'c_351', 'c_352', 'c_359', 'c_360', 'c_368']",9.0,105.0,4.9289999999999985,10.0,10.0,10.0,10.0,cresh11,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_09,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_21', 'c_22', 'c_25', 'c_26', 'c_27', 'c_28', 'c_29', 'c_30', 'c_31', 'c_33', 'c_34', 'c_35', 'c_36', 'c_37', 'c_41', 'c_44', 'c_46', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_327', 'c_328', 'c_329', 'c_330', 'c_340', 'c_341', 'c_350', 'c_351', 'c_352', 'c_358', 'c_359', 'c_360', 'c_367', 'c_368', 'c_375']",9.0,86.0,4.93,10.0,10.0,11.0,10.0,cresh09,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_11,"['c_12', 'c_13', 'c_15', 'c_16', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_59', 'c_60', 'c_75', 'c_263', 'c_264', 'c_265', 'c_266', 'c_278', 'c_279', 'c_280', 'c_281', 'c_282', 'c_293', 'c_294', 'c_295', 'c_296', 'c_297', 'c_298', 'c_308', 'c_309', 'c_310', 'c_311', 'c_312', 'c_313', 'c_323', 'c_324', 'c_325', 'c_326', 'c_327', 'c_338', 'c_339', 'c_489', 'c_492', 'c_493', 'c_525', 'c_526', 'c_527', 'c_528']",9.0,82.0,6.3210000000000015,9.0,10.0,11.0,11.0,cresh11,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_11,"['c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_21', 'c_22', 'c_23', 'c_24', 'c_30', 'c_31', 'c_32', 'c_38', 'c_39', 'c_40', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_59', 'c_68', 'c_69', 'c_70', 'c_71', 'c_72', 'c_73', 'c_74', 'c_75', 'c_323', 'c_324', 'c_325', 'c_338', 'c_339', 'c_348', 'c_349', 'c_394', 'c_526', 'c_527', 'c_528', 'c_529', 'c_530', 'c_531', 'c_532', 'c_533', 'c_534', 'c_535', 'c_536', 'c_537']",9.0,74.0,7.945,9.0,10.0,11.0,11.0,cresh11,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_11,"['c_159', 'c_160', 'c_161', 'c_162', 'c_163', 'c_166', 'c_167', 'c_168', 'c_169', 'c_186', 'c_187', 'c_188', 'c_189', 'c_190', 'c_191', 'c_192', 'c_193', 'c_194', 'c_195', 'c_196', 'c_197', 'c_198', 'c_199', 'c_200', 'c_201', 'c_202', 'c_203', 'c_204', 'c_210', 'c_211', 'c_212', 'c_213', 'c_214', 'c_215', 'c_216', 'c_217', 'c_218', 'c_224', 'c_225', 'c_226', 'c_227', 'c_228', 'c_229', 'c_230', 'c_236', 'c_237', 'c_238', 'c_239', 'c_240', 'c_241', 'c_244', 'c_252', 'c_253', 'c_440', 'c_441', 'c_442', 'c_443', 'c_444', 'c_445', 'c_446', 'c_447', 'c_448', 'c_449', 'c_450', 'c_513', 'c_518', 'c_519', 'c_520']",9.0,82.0,3.31,10.0,10.0,10.0,10.0,cresh11,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_09,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_21', 'c_22', 'c_25', 'c_26', 'c_27', 'c_28', 'c_29', 'c_30', 'c_33', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_312', 'c_313', 'c_314', 'c_315', 'c_326', 'c_327', 'c_328', 'c_329', 'c_330', 'c_331', 'c_340', 'c_341', 'c_342', 'c_350', 'c_351', 'c_352', 'c_359', 'c_360', 'c_367', 'c_368']",9.0,87.0,2.084,10.0,10.0,11.0,10.0,cresh09,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
