user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_27,"['c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_22', 'c_23', 'c_24', 'c_31', 'c_32', 'c_39', 'c_40', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_69', 'c_70', 'c_71', 'c_72', 'c_73', 'c_74', 'c_75', 'c_323', 'c_324', 'c_325', 'c_338', 'c_339', 'c_348', 'c_349', 'c_526', 'c_527', 'c_528', 'c_529', 'c_530', 'c_531', 'c_532', 'c_533', 'c_534', 'c_535', 'c_536', 'c_537']",9.0,79.0,5.876,10.0,10.0,10.0,10.0,cresh27,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_27,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_21', 'c_54', 'c_55', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_296', 'c_297', 'c_298', 'c_299', 'c_300', 'c_311', 'c_312', 'c_313', 'c_314', 'c_315', 'c_316', 'c_325', 'c_326', 'c_327', 'c_328', 'c_329', 'c_330', 'c_331', 'c_340', 'c_341', 'c_351', 'c_352', 'c_360']",9.0,70.0,6.9289999999999985,,10.0,10.0,10.0,cresh27,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_27,"['c_6', 'c_7', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_20', 'c_21', 'c_22', 'c_23', 'c_24', 'c_30', 'c_31', 'c_32', 'c_38', 'c_39', 'c_40', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_59', 'c_60', 'c_61', 'c_69', 'c_70', 'c_71', 'c_72', 'c_73', 'c_74', 'c_75', 'c_323', 'c_324', 'c_325', 'c_326', 'c_327', 'c_338', 'c_339', 'c_348', 'c_349', 'c_526', 'c_527', 'c_529', 'c_530', 'c_531', 'c_532', 'c_533', 'c_534', 'c_535', 'c_536']",9.0,79.0,4.417,10.0,10.0,10.0,10.0,cresh27,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
