user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_03,"['c_184', 'c_207', 'c_208', 'c_209', 'c_210', 'c_211', 'c_219', 'c_221', 'c_222', 'c_223', 'c_224', 'c_225', 'c_226', 'c_231', 'c_233', 'c_234', 'c_235', 'c_236', 'c_237', 'c_238', 'c_245', 'c_247', 'c_248', 'c_249', 'c_250', 'c_251', 'c_252', 'c_265', 'c_266', 'c_267', 'c_268', 'c_269', 'c_270', 'c_280', 'c_281', 'c_282', 'c_283', 'c_284']",9.0,,3.28,10.0,11.0,10.0,10.0,cresh03,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_03,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_12', 'c_13', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_284', 'c_297', 'c_298', 'c_299', 'c_300', 'c_301', 'c_311', 'c_312', 'c_313', 'c_314', 'c_315', 'c_316', 'c_317', 'c_326', 'c_327', 'c_328', 'c_329', 'c_330', 'c_331', 'c_332', 'c_340', 'c_341', 'c_342', 'c_351', 'c_352', 'c_359', 'c_360']",9.0,,4.524,10.0,11.0,10.0,10.0,cresh03,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_03,"['c_63', 'c_64', 'c_250', 'c_251', 'c_252', 'c_253', 'c_267', 'c_268', 'c_269', 'c_270', 'c_271', 'c_272', 'c_282', 'c_283', 'c_284', 'c_285', 'c_286', 'c_287', 'c_288', 'c_297', 'c_298', 'c_299', 'c_300', 'c_301', 'c_302', 'c_303', 'c_312', 'c_313', 'c_314', 'c_315', 'c_316', 'c_317', 'c_328', 'c_329', 'c_330', 'c_331', 'c_332']",9.0,70.0,4.456,10.0,11.0,10.0,10.0,cresh03,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_03,"['c_0', 'c_1', 'c_2', 'c_3', 'c_8', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_269', 'c_270', 'c_271', 'c_272', 'c_283', 'c_284', 'c_285', 'c_286', 'c_287', 'c_288', 'c_297', 'c_298', 'c_299', 'c_300', 'c_301', 'c_302', 'c_303', 'c_312', 'c_313', 'c_314', 'c_315', 'c_316', 'c_317', 'c_318', 'c_328', 'c_329', 'c_330', 'c_331', 'c_332', 'c_333', 'c_340', 'c_341', 'c_342', 'c_351', 'c_352']",9.0,,3.249,10.0,11.0,10.0,10.0,cresh03,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
