user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_15,"['c_233', 'c_234', 'c_235', 'c_236', 'c_245', 'c_247', 'c_248', 'c_249', 'c_250', 'c_251', 'c_263', 'c_265', 'c_266', 'c_267', 'c_268', 'c_269', 'c_270', 'c_278', 'c_280', 'c_281', 'c_282', 'c_283', 'c_284', 'c_285', 'c_293', 'c_295', 'c_296', 'c_297', 'c_298', 'c_299', 'c_300', 'c_310', 'c_311', 'c_312', 'c_313', 'c_314', 'c_326', 'c_327', 'c_328']",9.0,75.0,14.986,10.0,11.0,11.0,9.0,cresh15,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_15,"['c_235', 'c_236', 'c_237', 'c_238', 'c_248', 'c_249', 'c_250', 'c_251', 'c_252', 'c_253', 'c_266', 'c_267', 'c_268', 'c_269', 'c_270', 'c_271', 'c_280', 'c_281', 'c_282', 'c_283', 'c_284', 'c_285', 'c_286', 'c_296', 'c_297', 'c_298', 'c_299', 'c_300', 'c_301', 'c_311', 'c_312', 'c_313', 'c_314', 'c_315', 'c_316', 'c_328', 'c_329']",9.0,87.0,24.347,10.0,11.0,11.0,9.0,cresh15,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_13,"['c_2', 'c_3', 'c_4', 'c_17', 'c_18', 'c_25', 'c_26', 'c_27', 'c_33', 'c_34', 'c_41', 'c_65', 'c_340', 'c_341', 'c_342', 'c_343', 'c_344', 'c_350', 'c_351', 'c_352', 'c_353', 'c_354', 'c_355', 'c_358', 'c_359', 'c_360', 'c_361', 'c_362', 'c_363', 'c_366', 'c_367', 'c_368', 'c_369', 'c_370', 'c_371', 'c_373', 'c_374', 'c_375', 'c_376', 'c_377', 'c_378', 'c_380', 'c_381', 'c_382', 'c_383', 'c_384', 'c_401']",9.0,85.0,17.779,10.0,11.0,10.0,9.0,cresh13,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
