user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_36,"['c_76', 'c_77', 'c_78', 'c_79', 'c_80', 'c_81', 'c_82', 'c_83', 'c_84', 'c_85', 'c_86', 'c_102', 'c_103', 'c_104', 'c_105', 'c_106', 'c_112', 'c_113', 'c_114', 'c_115', 'c_116', 'c_117', 'c_124', 'c_125', 'c_126', 'c_127', 'c_134', 'c_135', 'c_136', 'c_137', 'c_138', 'c_139', 'c_152', 'c_153', 'c_154', 'c_155', 'c_156', 'c_157', 'c_158', 'c_422', 'c_423', 'c_424', 'c_427', 'c_428', 'c_548', 'c_549', 'c_551', 'c_552', 'c_553', 'c_554', 'c_555', 'c_556', 'c_557', 'c_558', 'c_559', 'c_578', 'c_583', 'c_584', 'c_585', 'c_586', 'c_587', 'c_588', 'c_590', 'c_591', 'c_592', 'c_593', 'c_594', 'c_595', 'c_618', 'c_619', 'c_620', 'c_621', 'c_622', 'c_623', 'c_624', 'c_625', 'c_626']",9.0,79.0,2.684,10.0,10.0,11.0,10.0,cresh36,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_36,"['c_26', 'c_27', 'c_28', 'c_29', 'c_33', 'c_34', 'c_35', 'c_36', 'c_37', 'c_41', 'c_42', 'c_43', 'c_44', 'c_45', 'c_46', 'c_47', 'c_48', 'c_49', 'c_50', 'c_76', 'c_77', 'c_78', 'c_79', 'c_80', 'c_81', 'c_82', 'c_83', 'c_84', 'c_85', 'c_86', 'c_88', 'c_91', 'c_102', 'c_103', 'c_104', 'c_152', 'c_153', 'c_154', 'c_155', 'c_156', 'c_157', 'c_158', 'c_375', 'c_380', 'c_381', 'c_382', 'c_398', 'c_399', 'c_400', 'c_401', 'c_422', 'c_423', 'c_424', 'c_425', 'c_426', 'c_427', 'c_428', 'c_430', 'c_538', 'c_539', 'c_540', 'c_541', 'c_543', 'c_544', 'c_545', 'c_546', 'c_547', 'c_548', 'c_549', 'c_550', 'c_551', 'c_552', 'c_553', 'c_578', 'c_579', 'c_618', 'c_619']",9.0,82.0,3.15,9.0,10.0,11.0,10.0,cresh36,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
