user_node,cell_list,clo,heartRate_cozie,responseSpeed_cozie,comfort_cozie,noise_cozie,thermal_cozie,light_cozie,user_id,thermal_label
u_15,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_17', 'c_18', 'c_19', 'c_20', 'c_25', 'c_26', 'c_27', 'c_28', 'c_33', 'c_34', 'c_41', 'c_62', 'c_63', 'c_64', 'c_65', 'c_329', 'c_330', 'c_331', 'c_332', 'c_333', 'c_340', 'c_341', 'c_342', 'c_343', 'c_344', 'c_350', 'c_351', 'c_352', 'c_353', 'c_354', 'c_358', 'c_359', 'c_360', 'c_361', 'c_362', 'c_366', 'c_367', 'c_368', 'c_369', 'c_370', 'c_374', 'c_375', 'c_376', 'c_382']",9.0,78.0,22.851,9.0,11.0,11.0,9.0,cresh15,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_15,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_8', 'c_17', 'c_62', 'c_63', 'c_64', 'c_65', 'c_300', 'c_301', 'c_302', 'c_303', 'c_314', 'c_315', 'c_316', 'c_317', 'c_318', 'c_319', 'c_329', 'c_330', 'c_331', 'c_332', 'c_333', 'c_334', 'c_335', 'c_340', 'c_341', 'c_342', 'c_343', 'c_344', 'c_345', 'c_350', 'c_351', 'c_352', 'c_353', 'c_354', 'c_358', 'c_359', 'c_360', 'c_361', 'c_362', 'c_368']",9.0,72.0,5.46,9.0,11.0,11.0,9.0,cresh15,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_15,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_8', 'c_17', 'c_18', 'c_19', 'c_25', 'c_26', 'c_27', 'c_28', 'c_33', 'c_34', 'c_41', 'c_63', 'c_64', 'c_65', 'c_331', 'c_332', 'c_333', 'c_340', 'c_341', 'c_342', 'c_343', 'c_344', 'c_350', 'c_351', 'c_352', 'c_353', 'c_354', 'c_358', 'c_359', 'c_360', 'c_361', 'c_362', 'c_363', 'c_366', 'c_367', 'c_368', 'c_369', 'c_370', 'c_374', 'c_375', 'c_376', 'c_377', 'c_380', 'c_381', 'c_382', 'c_383']",9.0,68.0,32.663000000000004,9.0,11.0,11.0,9.0,cresh15,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
u_10,"['c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_263', 'c_264', 'c_265', 'c_278', 'c_279', 'c_280', 'c_281', 'c_293', 'c_294', 'c_295', 'c_296', 'c_308', 'c_309', 'c_310', 'c_311', 'c_323', 'c_324', 'c_325', 'c_326', 'c_338', 'c_339', 'c_349', 'c_489', 'c_490', 'c_492', 'c_493', 'c_525', 'c_526', 'c_527', 'c_528', 'c_530']",9.0,96.0,6.809,10.0,11.0,10.0,11.0,cresh10,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_10,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_6', 'c_7', 'c_8', 'c_9', 'c_10', 'c_11', 'c_12', 'c_13', 'c_14', 'c_15', 'c_16', 'c_17', 'c_18', 'c_19', 'c_20', 'c_21', 'c_22', 'c_23', 'c_24', 'c_30', 'c_54', 'c_55', 'c_56', 'c_57', 'c_58', 'c_59', 'c_60', 'c_61', 'c_62', 'c_63', 'c_64', 'c_65', 'c_75', 'c_296', 'c_297', 'c_298', 'c_310', 'c_311', 'c_312', 'c_313', 'c_314', 'c_315', 'c_325', 'c_326', 'c_327', 'c_328', 'c_329', 'c_330', 'c_341', 'c_352']",9.0,82.0,5.4129999999999985,10.0,11.0,10.0,9.0,cresh10,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_10,"['c_2', 'c_3', 'c_64', 'c_65', 'c_301', 'c_302', 'c_303', 'c_304', 'c_315', 'c_316', 'c_317', 'c_318', 'c_319', 'c_320', 'c_322', 'c_330', 'c_331', 'c_332', 'c_333', 'c_334', 'c_335', 'c_336', 'c_337', 'c_340', 'c_341', 'c_342', 'c_343', 'c_344', 'c_345', 'c_346', 'c_347', 'c_350', 'c_351', 'c_352', 'c_353', 'c_354', 'c_355', 'c_356', 'c_357', 'c_358', 'c_359', 'c_360', 'c_361', 'c_362', 'c_363', 'c_369']",9.0,79.0,1.904,10.0,10.0,10.0,10.0,cresh10,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
u_15,"['c_0', 'c_1', 'c_2', 'c_3', 'c_4', 'c_5', 'c_17', 'c_18', 'c_25', 'c_26', 'c_64', 'c_65', 'c_317', 'c_318', 'c_330', 'c_331', 'c_332', 'c_333', 'c_334', 'c_340', 'c_341', 'c_342', 'c_343', 'c_344', 'c_345', 'c_350', 'c_351', 'c_352', 'c_353', 'c_354', 'c_355', 'c_358', 'c_359', 'c_360', 'c_361', 'c_362', 'c_363', 'c_366', 'c_367', 'c_368', 'c_369', 'c_370', 'c_371', 'c_374', 'c_375', 'c_376', 'c_377']",9.0,65.0,5.9529999999999985,9.0,11.0,11.0,9.0,cresh15,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
