label,node_label,node_storey,node_space,node_cell,node_user,node_furniture,node_fan,co2_sensing,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,voc_sensing,clo,heartRate_cozie,responseSpeed_cozie,area,occupancy,x,y
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.54253387,46.99058533
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.21744537,43.66911316
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.71612549,42.94050217
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.32448578,44.31893539
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.72660446,46.04561615
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.9224968,50.02419281
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.26508331,52.03000641
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.29572678,52.84994125
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.07193756,51.74970245
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.54253387,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.07253647,18.14191246
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.03333664,20.04555893
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6119194,22.95336151
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.06231689,25.15099907
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.66988373,27.4533062
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.09130096,30.2564373
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.72784424,31.95324707
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.78580856,34.54954529
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.14926147,36.66002655
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.84377289,39.04949188
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17824554,41.7654686
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.50333786,48.8942337
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.01313782,52.22561264
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4445343,51.74970245
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.01313782,57.93655014
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4445343,57.46063995
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4445343,55.55699158
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.50333786,55.08108139
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.52293396,56.03290558
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.50333786,64.12340546
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4445343,61.26792908
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.01313782,60.79201889
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.74672699,65.60570526
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7663269,67.50935364
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.54253387,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.42493439,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.40533447,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_213,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.40533447,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3073349,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.32497406,71.74769592
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.28577423,69.84404755
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.18973541,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.63017273,71.74917603
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.59294128,69.83583069
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.36209869,71.73273468
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.84347534,74.64759827
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.09173584,73.64163208
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.05253601,69.83434296
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.05253601,77.44892883
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,76.49710083
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.07213593,82.20803833
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95453644,82.20803833
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.32891083,86.66854095
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.99489594,88.27358246
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.61332703,87.47105408
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,76.49710083
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.83694458,82.20803833
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.67094421,88.27357483
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.45855713,86.66854095
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,76.49710083
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.71934509,82.20803833
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.48937225,88.27358246
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.80895996,86.66854095
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,76.49710083
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6017456,82.20803833
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.30780029,88.27357483
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0098038,87.47105408
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,76.49710083
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4841461,82.20803833
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.9838486,88.27357483
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9385986,86.66854095
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,19.38772392
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,13.67678642
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,25.09866142
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,30.80959702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,36.52053452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,42.23147202
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,47.94240952
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,53.65334702
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,59.36428452
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,65.07522583
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,70.78616333
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,76.49710083
"[0, 0, 1, 0, 0, 0, 0, 0, 0]",c_335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3665466,82.20803833
