cell,skin_temp,heart_rate,thermal_vote
C001522-S0304,31.5,81.0,11.0
C001545-S0304,31.5,81.0,11.0
C002733-S0304,31.5,81.0,11.0
C002734-S0304,31.5,81.0,11.0
C002735-S0304,31.5,81.0,11.0
C000145-S0303,31.25,74.0,11.0
C000160-S0303,31.25,74.0,11.0
C000161-S0303,31.25,74.0,11.0
C001383-S0304,28.75,79.0,10.0
C001384-S0304,28.75,79.0,10.0
C001423-S0304,28.75,79.0,10.0
C001424-S0304,28.75,79.0,10.0
C000007-S0303,28.125,82.0,10.0
C000008-S0303,28.125,82.0,10.0
C000009-S0303,28.125,82.0,10.0
C000024-S0303,28.125,82.0,10.0
C000025-S0303,28.125,82.0,10.0
C001549-S0304,30.125,78.0,9.0
C001550-S0304,30.125,78.0,9.0
C001572-S0304,30.125,78.0,9.0
C001573-S0304,30.125,78.0,9.0
C001479-S0304,30.75,78.0,10.0
C001501-S0304,30.75,78.0,10.0
C001502-S0304,30.75,78.0,10.0
C001503-S0304,30.75,78.0,10.0
C001588-S0304,31.375,72.0,10.0
C001589-S0304,31.375,72.0,10.0
C001611-S0304,31.375,72.0,10.0
C001612-S0304,31.375,72.0,10.0
C001680-S0304,32.25,66.0,10.0
C001681-S0304,32.25,66.0,10.0
C001703-S0304,32.25,66.0,10.0
C001704-S0304,32.25,66.0,10.0
C000385-S0301,30.0,83.0,11.0
C001945-S0304,30.0,83.0,11.0
C001946-S0304,30.0,83.0,11.0
C001986-S0304,30.0,83.0,11.0
C002510-S0304,30.0,83.0,11.0
C001587-S0304,31.625,96.0,11.0
C001588-S0304,31.625,96.0,11.0
C001611-S0304,31.625,96.0,11.0
C000035-S0303,31.5,87.0,11.0
C000036-S0303,31.5,87.0,11.0
C000051-S0303,31.5,87.0,11.0
C000052-S0303,31.5,87.0,11.0
C001541-S0304,31.875,93.0,11.0
C001563-S0304,31.875,93.0,11.0
C001564-S0304,31.875,93.0,11.0
C001565-S0304,31.875,93.0,11.0
C001587-S0304,31.875,93.0,11.0
C000105-S0303,31.375,82.0,11.0
C000106-S0303,31.375,82.0,11.0
C000121-S0303,31.375,82.0,11.0
C000122-S0303,31.375,82.0,11.0
C000084-S0303,31.75,86.0,11.0
C000085-S0303,31.75,86.0,11.0
C000100-S0303,31.75,86.0,11.0
C000101-S0303,31.75,86.0,11.0
C000101-S0303,31.75,88.0,11.0
C000102-S0303,31.75,88.0,11.0
C000117-S0303,31.75,88.0,11.0
C000118-S0303,31.75,88.0,11.0
C000178-S0303,31.75,96.0,11.0
C000179-S0303,31.75,96.0,11.0
C000194-S0303,31.75,96.0,11.0
C000195-S0303,31.75,96.0,11.0
C001636-S0304,31.75,95.0,11.0
C001637-S0304,31.75,95.0,11.0
C001659-S0304,31.75,95.0,11.0
C001660-S0304,31.75,95.0,11.0
C000073-S0303,31.5,86.0,11.0
C000088-S0303,31.5,86.0,11.0
C000089-S0303,31.5,86.0,11.0
C000090-S0303,31.5,86.0,11.0
C000120-S0303,31.625,86.0,11.0
C000121-S0303,31.625,86.0,11.0
C000136-S0303,31.625,86.0,11.0
C000137-S0303,31.625,86.0,11.0
C001564-S0304,31.25,95.0,11.0
C001586-S0304,31.25,95.0,11.0
C001587-S0304,31.25,95.0,11.0
C001608-S0304,32.125,94.0,11.0
C001609-S0304,32.125,94.0,11.0
C001631-S0304,32.125,94.0,11.0
C001632-S0304,32.125,94.0,11.0
C001472-S0304,31.25,98.0,11.0
C001473-S0304,31.25,98.0,11.0
C001495-S0304,31.25,98.0,11.0
C001496-S0304,31.25,98.0,11.0
C001771-S0304,31.875,94.0,11.0
C001798-S0304,31.875,94.0,11.0
C001799-S0304,31.875,94.0,11.0
C001844-S0304,31.875,94.0,11.0
C001327-S0304,31.5,83.0,11.0
C001367-S0304,31.5,83.0,11.0
C001368-S0304,31.5,83.0,11.0
C001407-S0304,31.5,83.0,11.0
C001327-S0304,31.5,86.0,11.0
C001367-S0304,31.5,86.0,11.0
C001368-S0304,31.5,86.0,11.0
C001407-S0304,31.5,86.0,11.0
C000087-S0303,28.625,71.0,10.0
C000088-S0303,28.625,71.0,10.0
C000103-S0303,28.625,71.0,10.0
C000104-S0303,28.625,71.0,10.0
C000219-S0301,30.25,79.0,10.0
C000239-S0301,30.25,79.0,10.0
C000240-S0301,30.25,79.0,10.0
C000090-S0303,29.375,78.0,10.0
C000091-S0303,29.375,78.0,10.0
C000106-S0303,29.375,78.0,10.0
C000107-S0303,29.375,78.0,10.0
C000314-S0304,31.125,94.0,11.0
C000315-S0304,31.125,94.0,11.0
C000346-S0304,31.125,94.0,11.0
C000347-S0304,31.125,94.0,11.0
C000064-S0303,29.625,99.0,11.0
C000065-S0303,29.625,99.0,11.0
C000080-S0303,29.625,99.0,11.0
C000081-S0303,29.625,99.0,11.0
C000064-S0303,29.75,81.0,11.0
C000065-S0303,29.75,81.0,11.0
C000080-S0303,29.75,81.0,11.0
C000081-S0303,29.75,81.0,11.0
C000006-S0303,28.75,70.0,10.0
C000252-S0303,28.75,70.0,10.0
C000253-S0303,28.75,70.0,10.0
C000254-S0303,28.75,70.0,10.0
C001397-S0304,28.75,70.0,10.0
C001398-S0304,28.75,70.0,10.0
C002748-S0304,28.75,70.0,10.0
C002749-S0304,28.75,70.0,10.0
C002750-S0304,28.75,70.0,10.0
C001549-S0304,28.75,79.0,10.0
C001572-S0304,28.75,79.0,10.0
C001573-S0304,28.75,79.0,10.0
C001475-S0304,29.375,108.0,10.0
C001476-S0304,29.375,108.0,10.0
C001498-S0304,29.375,108.0,10.0
C001499-S0304,29.375,108.0,10.0
C000031-S0303,30.25,88.0,10.0
C000046-S0303,30.25,88.0,10.0
C000047-S0303,30.25,88.0,10.0
C000063-S0303,30.25,88.0,10.0
C000322-S0303,30.25,88.0,10.0
C000323-S0303,30.25,88.0,10.0
C002679-S0304,30.25,88.0,10.0
C002680-S0304,30.25,88.0,10.0
C002772-S0304,30.25,88.0,10.0
C002773-S0304,30.25,88.0,10.0
C000062-S0303,30.75,83.0,10.0
C000063-S0303,30.75,83.0,10.0
C000078-S0303,30.75,83.0,10.0
C000079-S0303,30.75,83.0,10.0
C000321-S0303,30.75,83.0,10.0
C002681-S0304,30.75,83.0,10.0
C000079-S0303,30.5,84.0,10.0
C000095-S0303,30.5,84.0,10.0
C000318-S0303,30.5,84.0,10.0
C000319-S0303,30.5,84.0,10.0
C000320-S0303,30.5,84.0,10.0
C002682-S0304,30.5,84.0,10.0
C002683-S0304,30.5,84.0,10.0
C002684-S0304,30.5,84.0,10.0
C002775-S0304,30.5,84.0,10.0
C002776-S0304,30.5,84.0,10.0
C000046-S0303,30.125,85.0,10.0
C000047-S0303,30.125,85.0,10.0
C000063-S0303,30.125,85.0,10.0
C000321-S0303,30.125,85.0,10.0
C000322-S0303,30.125,85.0,10.0
C002680-S0304,30.125,85.0,10.0
C002681-S0304,30.125,85.0,10.0
C002773-S0304,30.125,85.0,10.0
C000046-S0303,30.125,86.0,10.0
C000047-S0303,30.125,86.0,10.0
C000063-S0303,30.125,86.0,10.0
C000321-S0303,30.125,86.0,10.0
C000322-S0303,30.125,86.0,10.0
C002680-S0304,30.125,86.0,10.0
C002681-S0304,30.125,86.0,10.0
C002773-S0304,30.125,86.0,10.0
C001211-S0304,27.625,96.0,10.0
C001212-S0304,27.625,96.0,10.0
C001251-S0304,27.625,96.0,10.0
C001252-S0304,27.625,96.0,10.0
C000059-S0303,30.125,78.0,11.0
C000060-S0303,30.125,78.0,11.0
C000075-S0303,30.125,78.0,11.0
C000076-S0303,30.125,78.0,11.0
C000044-S0303,30.25,77.0,11.0
C000059-S0303,30.25,77.0,11.0
C000060-S0303,30.25,77.0,11.0
C000061-S0303,30.25,77.0,11.0
C000076-S0303,30.25,77.0,11.0
C000044-S0303,30.125,75.0,11.0
C000059-S0303,30.125,75.0,11.0
C000060-S0303,30.125,75.0,11.0
C000061-S0303,30.125,75.0,11.0
C000076-S0303,30.125,75.0,11.0
C000262-S0303,29.625,105.0,11.0
C001390-S0304,29.625,105.0,11.0
C001391-S0304,29.625,105.0,11.0
C001430-S0304,29.625,105.0,11.0
C002740-S0304,29.625,105.0,11.0
C001543-S0304,30.125,78.0,11.0
C001544-S0304,30.125,78.0,11.0
C001566-S0304,30.125,78.0,11.0
C001567-S0304,30.125,78.0,11.0
C001565-S0304,30.125,68.0,11.0
C001588-S0304,30.125,68.0,11.0
C001589-S0304,30.125,68.0,11.0
C000032-S0303,29.875,69.0,11.0
C000048-S0303,29.875,69.0,11.0
C000266-S0303,29.875,69.0,11.0
C000267-S0303,29.875,69.0,11.0
C000268-S0303,29.875,69.0,11.0
C002734-S0304,29.875,69.0,11.0
C002735-S0304,29.875,69.0,11.0
C002736-S0304,29.875,69.0,11.0
C001388-S0304,30.25,60.0,11.0
C001427-S0304,30.25,60.0,11.0
C001428-S0304,30.25,60.0,11.0
C001429-S0304,30.25,60.0,11.0
C001451-S0304,30.25,60.0,11.0
C001387-S0304,30.0,72.0,11.0
C001426-S0304,30.0,72.0,11.0
C001427-S0304,30.0,72.0,11.0
C001428-S0304,30.0,72.0,11.0
C000278-S0304,31.5,81.0,11.0
C000310-S0304,31.5,81.0,11.0
C000311-S0304,31.5,81.0,11.0
C000342-S0304,31.5,81.0,11.0
C000017-S0301,30.75,91.0,10.0
C000018-S0301,30.75,91.0,10.0
C000045-S0301,30.75,91.0,10.0
C000046-S0301,30.75,91.0,10.0
C000378-S0301,30.75,91.0,10.0
C000263-S0303,30.25,76.0,10.0
C000264-S0303,30.25,76.0,10.0
C001453-S0304,30.25,76.0,10.0
C001476-S0304,30.25,76.0,10.0
C002738-S0304,30.25,76.0,10.0
C002739-S0304,30.25,76.0,10.0
C000211-S0301,30.75,88.0,10.0
C000212-S0301,30.75,88.0,10.0
C000232-S0301,30.75,88.0,10.0
C000233-S0301,30.75,88.0,10.0
C000212-S0301,30.75,79.0,10.0
C000213-S0301,30.75,79.0,10.0
C000233-S0301,30.75,79.0,10.0
C000234-S0301,30.75,79.0,10.0
C000060-S0303,30.75,77.0,11.0
C000061-S0303,30.75,77.0,11.0
C000076-S0303,30.75,77.0,11.0
C000077-S0303,30.75,77.0,11.0
C001679-S0304,31.75,107.0,10.0
C001680-S0304,31.75,107.0,10.0
C001702-S0304,31.75,107.0,10.0
C001703-S0304,31.75,107.0,10.0
C000058-S0303,31.125,89.0,10.0
C000059-S0303,31.125,89.0,10.0
C000074-S0303,31.125,89.0,10.0
C000075-S0303,31.125,89.0,10.0
C000106-S0303,31.625,87.0,10.0
C000107-S0303,31.625,87.0,10.0
C000122-S0303,31.625,87.0,10.0
C000123-S0303,31.625,87.0,10.0
C000106-S0303,31.0,93.0,10.0
C000107-S0303,31.0,93.0,10.0
C000122-S0303,31.0,93.0,10.0
C000123-S0303,31.0,93.0,10.0
C000956-S0304,28.5,87.0,11.0
C000957-S0304,28.5,87.0,11.0
C000996-S0304,28.5,87.0,11.0
C000997-S0304,28.5,87.0,11.0
C000961-S0304,28.375,75.0,11.0
C000962-S0304,28.375,75.0,11.0
C001001-S0304,28.375,75.0,11.0
C001002-S0304,28.375,75.0,11.0
C000004-S0303,29.875,81.0,10.0
C000019-S0303,29.875,81.0,10.0
C000020-S0303,29.875,81.0,10.0
C000021-S0303,29.875,81.0,10.0
C000036-S0303,29.875,81.0,10.0
C000062-S0303,31.25,101.0,10.0
C000063-S0303,31.25,101.0,10.0
C000078-S0303,31.25,101.0,10.0
C000079-S0303,31.25,101.0,10.0
C000321-S0303,31.25,101.0,10.0
C002681-S0304,31.25,101.0,10.0
C000087-S0303,31.5,96.0,10.0
C000088-S0303,31.5,96.0,10.0
C000089-S0303,31.5,96.0,10.0
C000104-S0303,31.5,96.0,10.0
C000105-S0303,31.5,96.0,10.0
C000251-S0304,31.125,107.0,10.0
C000252-S0304,31.125,107.0,10.0
C000283-S0304,31.125,107.0,10.0
C000284-S0304,31.125,107.0,10.0
C000087-S0304,31.125,90.0,10.0
C000088-S0304,31.125,90.0,10.0
C000096-S0304,31.125,90.0,10.0
C000097-S0304,31.125,90.0,10.0
C001281-S0304,31.375,95.0,10.0
C001320-S0304,31.375,95.0,10.0
C001321-S0304,31.375,95.0,10.0
C001322-S0304,31.375,95.0,10.0
C001361-S0304,31.375,95.0,10.0
C000064-S0303,31.0,87.0,10.0
C000065-S0303,31.0,87.0,10.0
C000080-S0303,31.0,87.0,10.0
C000081-S0303,31.0,87.0,10.0
C000074-S0303,31.125,98.0,10.0
C000075-S0303,31.125,98.0,10.0
C000076-S0303,31.125,98.0,10.0
C000091-S0303,31.125,98.0,10.0
C000218-S0301,27.375,95.0,10.0
C000219-S0301,27.375,95.0,10.0
C000239-S0301,27.375,95.0,10.0
C000240-S0301,27.375,95.0,10.0
C000198-S0301,27.375,72.0,10.0
C000218-S0301,27.375,72.0,10.0
C000219-S0301,27.375,72.0,10.0
C001542-S0304,28.5,105.0,11.0
C001543-S0304,28.5,105.0,11.0
C001565-S0304,28.5,105.0,11.0
C001566-S0304,28.5,105.0,11.0
C000039-S0303,29.75,76.0,10.0
C000040-S0303,29.75,76.0,10.0
C000055-S0303,29.75,76.0,10.0
C000056-S0303,29.75,76.0,10.0
C001771-S0304,31.375,93.0,10.0
C001772-S0304,31.375,93.0,10.0
C001800-S0304,31.375,93.0,10.0
C000277-S0303,30.875,89.0,10.0
C000278-S0303,30.875,89.0,10.0
C001683-S0304,30.875,89.0,10.0
C001706-S0304,30.875,89.0,10.0
C002724-S0304,30.875,89.0,10.0
C002725-S0304,30.875,89.0,10.0
C001522-S0304,29.375,115.0,10.0
C001544-S0304,29.375,115.0,10.0
C001545-S0304,29.375,115.0,10.0
C001568-S0304,29.375,115.0,10.0
C001519-S0304,30.125,96.0,10.0
C001520-S0304,30.125,96.0,10.0
C001542-S0304,30.125,96.0,10.0
C001543-S0304,30.125,96.0,10.0
C001447-S0304,30.625,93.0,11.0
C001448-S0304,30.625,93.0,11.0
C001449-S0304,30.625,93.0,11.0
C001471-S0304,30.625,93.0,11.0
C000880-S0304,28.25,89.0,10.0
C000881-S0304,28.25,89.0,10.0
C000920-S0304,28.25,89.0,10.0
C000921-S0304,28.25,89.0,10.0
C000960-S0304,28.125,78.0,10.0
C000961-S0304,28.125,78.0,10.0
C001000-S0304,28.125,78.0,10.0
C001001-S0304,28.125,78.0,10.0
C000967-S0304,28.5,81.0,10.0
C001007-S0304,28.5,81.0,10.0
C001008-S0304,28.5,81.0,10.0
C001047-S0304,28.5,81.0,10.0
C001025-S0304,29.875,79.0,11.0
C001064-S0304,29.875,79.0,11.0
C001065-S0304,29.875,79.0,11.0
C001066-S0304,29.875,79.0,11.0
C000987-S0304,29.875,84.0,11.0
C000988-S0304,29.875,84.0,11.0
C001027-S0304,29.875,84.0,11.0
C001028-S0304,29.875,84.0,11.0
C000240-S0303,30.5,101.0,11.0
C000324-S0303,30.5,101.0,11.0
C000325-S0303,30.5,101.0,11.0
C001431-S0304,30.5,101.0,11.0
C001454-S0304,30.5,101.0,11.0
C002676-S0304,30.5,101.0,11.0
C002677-S0304,30.5,101.0,11.0
C002678-S0304,30.5,101.0,11.0
C002771-S0304,30.5,101.0,11.0
C001592-S0304,30.5,90.0,11.0
C001593-S0304,30.5,90.0,11.0
C001615-S0304,30.5,90.0,11.0
C001616-S0304,30.5,90.0,11.0
C000113-S0303,30.75,100.0,10.0
C000114-S0303,30.75,100.0,10.0
C000129-S0303,30.75,100.0,10.0
C000130-S0303,30.75,100.0,10.0
C000077-S0303,30.5,90.0,11.0
C000092-S0303,30.5,90.0,11.0
C000093-S0303,30.5,90.0,11.0
C000109-S0303,30.5,90.0,11.0
C000090-S0303,30.5,105.0,11.0
C000091-S0303,30.5,105.0,11.0
C000106-S0303,30.5,105.0,11.0
C000107-S0303,30.5,105.0,11.0
C000016-S0300,27.875,111.0,11.0
C000017-S0300,27.875,111.0,11.0
C000024-S0300,27.875,111.0,11.0
C000025-S0300,27.875,111.0,11.0
C000422-S0301,27.875,111.0,11.0
C000423-S0301,27.875,111.0,11.0
C001613-S0304,28.875,107.0,11.0
C001614-S0304,28.875,107.0,11.0
C001636-S0304,28.875,107.0,11.0
C001637-S0304,28.875,107.0,11.0
C000211-S0301,30.125,59.0,10.0
C000212-S0301,30.125,59.0,10.0
C000232-S0301,30.125,59.0,10.0
C000233-S0301,30.125,59.0,10.0
C000210-S0301,30.5,70.0,10.0
C000211-S0301,30.5,70.0,10.0
C000231-S0301,30.5,70.0,10.0
C000232-S0301,30.5,70.0,10.0
C000210-S0301,30.25,64.0,10.0
C000211-S0301,30.25,64.0,10.0
C000231-S0301,30.25,64.0,10.0
C000232-S0301,30.25,64.0,10.0
C000210-S0301,30.5,63.0,10.0
C000211-S0301,30.5,63.0,10.0
C000231-S0301,30.5,63.0,10.0
C000232-S0301,30.5,63.0,10.0
C000210-S0301,30.25,59.0,10.0
C000211-S0301,30.25,59.0,10.0
C000231-S0301,30.25,59.0,10.0
C000232-S0301,30.25,59.0,10.0
C000210-S0301,30.0,59.0,10.0
C000231-S0301,30.0,59.0,10.0
C000232-S0301,30.0,59.0,10.0
C000210-S0301,30.375,60.0,10.0
C000231-S0301,30.375,60.0,10.0
C000232-S0301,30.375,60.0,10.0
C000210-S0301,30.25,64.0,10.0
C000211-S0301,30.25,64.0,10.0
C000231-S0301,30.25,64.0,10.0
C000232-S0301,30.25,64.0,10.0
C000210-S0301,30.25,64.0,10.0
C000211-S0301,30.25,64.0,10.0
C000231-S0301,30.25,64.0,10.0
C000232-S0301,30.25,64.0,10.0
C000211-S0301,30.5,74.0,10.0
C000212-S0301,30.5,74.0,10.0
C000232-S0301,30.5,74.0,10.0
C000233-S0301,30.5,74.0,10.0
C000211-S0301,30.625,68.0,10.0
C000212-S0301,30.625,68.0,10.0
C000232-S0301,30.625,68.0,10.0
C000233-S0301,30.625,68.0,10.0
C000211-S0301,30.25,77.0,10.0
C000212-S0301,30.25,77.0,10.0
C000232-S0301,30.25,77.0,10.0
C000233-S0301,30.25,77.0,10.0
C000107-S0303,31.625,83.0,11.0
C000108-S0303,31.625,83.0,11.0
C000123-S0303,31.625,83.0,11.0
C000124-S0303,31.625,83.0,11.0
C000062-S0303,31.25,93.0,11.0
C000063-S0303,31.25,93.0,11.0
C000078-S0303,31.25,93.0,11.0
C000079-S0303,31.25,93.0,11.0
C001198-S0304,29.625,89.0,11.0
C001237-S0304,29.625,89.0,11.0
C001238-S0304,29.625,89.0,11.0
C001239-S0304,29.625,89.0,11.0
C001278-S0304,29.625,89.0,11.0
C000176-S0303,29.75,98.0,11.0
C000192-S0303,29.75,98.0,11.0
C000277-S0303,29.75,98.0,11.0
C000278-S0303,29.75,98.0,11.0
C000279-S0303,29.75,98.0,11.0
C002723-S0304,29.75,98.0,11.0
C002724-S0304,29.75,98.0,11.0
C002725-S0304,29.75,98.0,11.0
C001608-S0304,28.375,85.0,10.0
C001609-S0304,28.375,85.0,10.0
C001631-S0304,28.375,85.0,10.0
C001632-S0304,28.375,85.0,10.0
C000008-S0301,28.5,83.0,10.0
C000009-S0301,28.5,83.0,10.0
C000010-S0301,28.5,83.0,10.0
C000037-S0301,28.5,83.0,10.0
C000389-S0301,28.5,83.0,10.0
C000390-S0301,28.5,83.0,10.0
C002505-S0304,28.5,83.0,10.0
C002506-S0304,28.5,83.0,10.0
C002507-S0304,28.5,83.0,10.0
C001082-S0304,28.0,80.0,10.0
C001083-S0304,28.0,80.0,10.0
C001122-S0304,28.0,80.0,10.0
C001123-S0304,28.0,80.0,10.0
C000960-S0304,27.5,82.0,10.0
C000961-S0304,27.5,82.0,10.0
C001000-S0304,27.5,82.0,10.0
C001001-S0304,27.5,82.0,10.0
C001082-S0304,27.875,114.0,10.0
C001083-S0304,27.875,114.0,10.0
C001122-S0304,27.875,114.0,10.0
C001123-S0304,27.875,114.0,10.0
C001590-S0304,31.25,85.0,11.0
C001591-S0304,31.25,85.0,11.0
C001613-S0304,31.25,85.0,11.0
C001614-S0304,31.25,85.0,11.0
C001726-S0304,31.25,93.0,11.0
C001727-S0304,31.25,93.0,11.0
C001749-S0304,31.25,93.0,11.0
C001750-S0304,31.25,93.0,11.0
C000014-S0301,30.375,101.0,11.0
C000015-S0301,30.375,101.0,11.0
C000042-S0301,30.375,101.0,11.0
C000043-S0301,30.375,101.0,11.0
C000192-S0303,31.0,93.0,11.0
C000208-S0303,31.0,93.0,11.0
C000224-S0303,31.0,93.0,11.0
C000280-S0303,31.0,93.0,11.0
C000281-S0303,31.0,93.0,11.0
C002720-S0304,31.0,93.0,11.0
C002721-S0304,31.0,93.0,11.0
C002722-S0304,31.0,93.0,11.0
C000004-S0303,30.25,71.0,10.0
C000254-S0303,30.25,71.0,10.0
C000255-S0303,30.25,71.0,10.0
C000256-S0303,30.25,71.0,10.0
C000257-S0303,30.25,71.0,10.0
C001395-S0304,30.25,71.0,10.0
C001396-S0304,30.25,71.0,10.0
C002745-S0304,30.25,71.0,10.0
C002746-S0304,30.25,71.0,10.0
C002747-S0304,30.25,71.0,10.0
C002748-S0304,30.25,71.0,10.0
C001160-S0304,29.375,80.0,10.0
C001161-S0304,29.375,80.0,10.0
C001201-S0304,29.375,80.0,10.0
C000599-S0304,29.125,97.0,10.0
C000600-S0304,29.125,97.0,10.0
C000639-S0304,29.125,97.0,10.0
C000640-S0304,29.125,97.0,10.0
C001751-S0304,29.125,89.0,10.0
C001752-S0304,29.125,89.0,10.0
C001774-S0304,29.125,89.0,10.0
C001775-S0304,29.125,89.0,10.0
C001185-S0304,29.375,113.0,10.0
C001186-S0304,29.375,113.0,10.0
C001225-S0304,29.375,113.0,10.0
C001226-S0304,29.375,113.0,10.0
C000474-S0304,30.75,93.0,10.0
C000475-S0304,30.75,93.0,10.0
C000515-S0304,30.75,93.0,10.0
C001131-S0304,30.125,79.0,10.0
C001132-S0304,30.125,79.0,10.0
C001171-S0304,30.125,79.0,10.0
C000931-S0304,30.0,83.0,10.0
C000932-S0304,30.0,83.0,10.0
C000971-S0304,30.0,83.0,10.0
C000972-S0304,30.0,83.0,10.0
C000064-S0303,30.375,86.0,10.0
C000065-S0303,30.375,86.0,10.0
C000080-S0303,30.375,86.0,10.0
C000081-S0303,30.375,86.0,10.0
C000063-S0303,30.125,72.0,10.0
C000078-S0303,30.125,72.0,10.0
C000079-S0303,30.125,72.0,10.0
C000319-S0303,30.125,72.0,10.0
C000320-S0303,30.125,72.0,10.0
C002682-S0304,30.125,72.0,10.0
C002683-S0304,30.125,72.0,10.0
C002774-S0304,30.125,72.0,10.0
C002775-S0304,30.125,72.0,10.0
C001572-S0304,28.375,101.0,11.0
C001573-S0304,28.375,101.0,11.0
C001595-S0304,28.375,101.0,11.0
C001596-S0304,28.375,101.0,11.0
C000025-S0303,30.75,102.0,11.0
C000026-S0303,30.75,102.0,11.0
C000041-S0303,30.75,102.0,11.0
C000042-S0303,30.75,102.0,11.0
C001860-S0304,30.125,106.0,11.0
C001861-S0304,30.125,106.0,11.0
C001905-S0304,30.125,106.0,11.0
C001906-S0304,30.125,106.0,11.0
C000037-S0300,28.125,89.0,9.0
C000038-S0300,28.125,89.0,9.0
C000046-S0300,28.125,89.0,9.0
C000088-S0303,30.125,108.0,11.0
C000089-S0303,30.125,108.0,11.0
C000104-S0303,30.125,108.0,11.0
C000105-S0303,30.125,108.0,11.0
C000057-S0303,30.125,95.0,11.0
C000072-S0303,30.125,95.0,11.0
C000073-S0303,30.125,95.0,11.0
C000074-S0303,30.125,95.0,11.0
C000089-S0303,30.125,95.0,11.0
C000122-S0303,30.125,97.0,11.0
C000123-S0303,30.125,97.0,11.0
C000138-S0303,30.125,97.0,11.0
C000139-S0303,30.125,97.0,11.0
